activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
Afternoon Run,Run,8732.4,45:34,45:58,47,3.194,4.467,124.4,142,4,40,0,1,FALSE,g15257806,10,18,2025-02-10,8.7324
Afternoon Ride,Ride,2175.5,08:02,08:32,23,4.513,8.833,103.2,131,1,0,0,1,TRUE,b15178927,1,24,2025-02-10,2.1755
Morning Ride,Ride,7046.1,22:29,25:13,33,5.223,10.56,104.3,125,2,26,0,1,FALSE,b15178927,3,19,2025-02-10,7.0461
Afternoon Run,Run,18223.1,85:01,85:10,142,3.572,5.64,134.4,152,8,52,1,1,FALSE,g21525952,24,11,2025-02-09,18.2231
Afternoon Swim,Swim,1650,27:59,30:53,0,0.983,1.32,131.4,169,0,18,0,1,FALSE,NA,21,NA,2025-02-09,1.65
Evening Ride,Ride,10012.4,33:13,219:26,67,5.024,9.24,108.4,129,7,0,0,1,TRUE,b15178927,5,16,2025-02-08,10.0124
Southside 6 (almost),Run,24765.5,174:55,297:11,381,2.36,5.514,136.5,173,17,56,0,1,FALSE,g9838455,85,17,2025-02-08,24.7655
Lunch Ride,Ride,10296,30:53,35:36,43,5.556,10.24,119.4,147,5,0,0,1,TRUE,b15178927,7,21,2025-02-08,10.296
Morning Run,Run,1695.1,08:43,09:09,48,3.241,4.28,142.1,159,0,0,0,1,FALSE,g13379738,7,17,2025-02-08,1.6950999999999998
Morning Swim,Swim,1000,15:23,20:37,0,1.083,1.32,137.9,184,0,20,0,1,FALSE,NA,22,NA,2025-02-08,1
Morning Run,Run,5141,23:23,23:23,63,3.664,6.65,142.4,175,3,50,1,1,FALSE,g13379738,14,11,2025-02-08,5.141
Morning Yoga,Yoga,0,13:51,13:51,0,0,0,79.3,106,0,0,0,1,FALSE,NA,1,22,2025-02-08,0
Morning Ride,Ride,8969.6,32:52,741:07,83,4.548,8.08,105.9,132,0,0,0,1,TRUE,b8218319,5,23,2025-02-07,8.9696
Morning Run,Run,11431.3,55:45,109:06,102,3.417,5.138,136.6,155,7,42,0,1,FALSE,g15257806,21,11,2025-02-06,11.431299999999998
Afternoon Run,Run,16419.4,79:35,84:17,101,3.439,4.74,131.4,148,4,40,6,1,FALSE,g15257806,21,11,2025-02-05,16.419400000000003
Morning Ride,Ride,9765.6,39:34,508:42,102,4.114,10.55,104,129,3,0,0,1,TRUE,b8218319,6,24,2025-02-05,9.765600000000001
Evening Ride,Ride,7833.2,25:41,40:00,39,5.083,8.557,113.2,147,0,0,0,1,TRUE,b8218319,5,14,2025-02-04,7.8332
PH Track.,Run,10020.8,48:41,56:41,34,3.431,5.74,149.9,181,4,41,0,1,FALSE,g15257806,55,13,2025-02-04,10.0208
Morning Ride,Ride,8849.8,25:51,576:19,63,5.706,10.6,114.6,157,2,0,0,1,TRUE,b8218319,7,20,2025-02-04,8.8498
Evening Ride,Ride,2727.2,11:00,21:13,32,4.132,8.117,95.4,135,1,12,0,1,FALSE,b8218319,1,19,2025-02-03,2.7272
Evening Run,Run,3722.4,19:20,19:27,23,3.209,4.217,128.9,147,0,19,0,1,FALSE,g15257806,4,19,2025-02-03,3.7224
Morning Yoga,Yoga,0,02:03,02:03,0,0,0,84.8,96,0,0,0,1,FALSE,NA,0,20,2025-02-03,0
Afternoon Ride,Ride,1742.3,05:26,05:26,20,5.344,9.46,116.5,134,0,0,0,1,TRUE,b15178927,1,23,2025-02-02,1.7423
Afternoon Swim,Swim,1850,30:26,41:25,0,1.013,1.8,140.4,189,0,26,0,1,FALSE,NA,53,NA,2025-02-02,1.85
Afternoon Ride,Ride,9227.4,27:42,35:48,96,5.552,9.467,107.9,126,5,0,0,1,TRUE,b15178927,4,21,2025-02-02,9.2274
MH Ultra training cru,Run,20332.4,114:39,116:53,395,2.956,4.238,128.9,154,0,57,0,2,FALSE,g7496850,32,16,2025-02-02,20.3324
Morning Yoga,Yoga,0,05:55,05:55,0,0,0,65.4,83,0,0,0,1,FALSE,NA,0,27,2025-02-02,0
All the sites of Glasgow,Run,26723.6,150:32,178:21,218,2.959,7.64,124,155,15,56,7,1,FALSE,g15257806,36,15,2025-02-01,26.723599999999998
Morning Yoga,Yoga,0,24:05,24:05,0,0,0,65.1,99,0,0,0,1,FALSE,NA,1,28,2025-02-01,0
Taking out the recycling,Run,8600.4,46:52,50:43,137,3.058,4.117,128.6,145,0,43,0,1,FALSE,g15257806,12,14,2025-01-31,8.6004
Morning Yoga,Yoga,0,14:08,14:08,0,0,0,68.5,89,0,0,0,1,FALSE,NA,0,27,2025-01-31,0
Afternoon Run,Run,15377.9,78:14,79:15,171,3.276,5.08,131.1,148,2,41,0,1,FALSE,g15257806,21,10,2025-01-30,15.3779
Morning Swim,Swim,2000,35:37,38:22,0,0.936,1.32,119.9,150,0,23,0,1,FALSE,NA,14,NA,2025-01-30,2
Sprawl,Ride,43237.5,105:05,250:19,273,6.858,13.42,136.2,163,1,43,0,1,FALSE,b8218319,72,23,2025-01-29,43.2375
Morning Ride,Ride,13128.1,32:25,32:48,23,6.75,12.84,136.7,171,23,25,5,1,FALSE,b8218319,19,21,2025-01-29,13.1281
Evening Ride,Ride,17963.7,50:00,50:15,137,5.988,9.783,127.3,152,18,29,0,1,FALSE,b8218319,21,12,2025-01-28,17.9637
PH Track,Run,9873.2,60:25,72:36,24,2.724,6.14,145.2,174,4,44,0,2,FALSE,g21525952,41,13,2025-01-28,9.8732
Morning Ride,Ride,23279.8,61:05,645:53,133,6.352,12.9,124.8,159,0,0,0,1,FALSE,b8218319,25,19,2025-01-28,23.279799999999998
Afternoon Ride,Ride,22319.6,62:25,115:23,188,5.96,10.5,123.5,172,2,32,0,1,FALSE,b8218319,28,17,2025-01-27,22.319599999999998
Morning Ride,Ride,6425,17:13,18:13,43,6.22,9.15,115.5,141,2,0,0,1,TRUE,b8218319,3,21,2025-01-27,6.425
London training #1,Run,27326.5,128:43,164:17,178,3.538,6.36,141.4,173,7,59,0,1,FALSE,g15257806,69,10,2025-01-26,27.3265
Morning Swim,Swim,2050,34:16,42:22,0,0.997,1.4,134.4,185,0,22,0,1,FALSE,NA,38,NA,2025-01-25,2.05
Morning Yoga,Yoga,0,10:55,10:55,0,0,0,68.4,96,0,0,0,1,FALSE,NA,0,27,2025-01-25,0
Post-Eowyn,Run,11093.2,56:48,57:12,236,3.255,4.8,141.5,170,1,39,0,1,FALSE,g15257806,33,13,2025-01-24,11.093200000000001
Morning Run,Run,12673.5,61:27,61:27,80.5,3.437,7.48,142.1,165,2,43,0,1,FALSE,g19496926,36,12,2025-01-24,12.6735
Morning Yoga,Yoga,0,18:05,18:05,0,0,0,73.4,96,0,0,0,1,FALSE,NA,1,26,2025-01-24,0
Afternoon Run,Run,10484,52:53,52:53,97,3.304,5.44,134.7,155,0,39,0,1,FALSE,g17029860,17,13,2025-01-23,10.484
Morning Swim,Swim,1975,33:01,41:57,0,0.997,2.5,138,175,0,21,0,1,FALSE,NA,47,NA,2025-01-23,1.975
More Preston explorin,Run,9727.2,47:32,48:45,84,3.411,5.689,142.7,163,0,37,0,1,FALSE,g15257806,33,17,2025-01-22,9.7272
Track Session w/ Preston Harriers,Run,11562.4,55:22,62:11,10,3.481,6.14,148.9,180,15,52,2,2,FALSE,g15257806,62,11,2025-01-21,11.5624
Half of Preston,Run,24503,133:33,177:22,215,3.058,5.1,129,164,0,53,1,2,FALSE,g15257806,34,17,2025-01-18,24.503
Will ride for curry (literally),Ride,4178.5,13:23,15:34,46,5.204,9.46,110.2,131,0,15,0,1,TRUE,b15178927,2,20,2025-01-17,4.1785
Afternoon Ride,Ride,1857.5,06:26,06:26,16,4.812,9.167,115.8,134,0,0,0,1,FALSE,b15178927,1,23,2025-01-17,1.8575
Lunch Swim,Swim,1975,32:43,42:26,0,1.006,1.4,147.1,176,0,20,0,1,FALSE,NA,69,NA,2025-01-17,1.975
Morning Ride,Ride,13721.7,40:58,82:30,110,5.582,9.867,106.6,133,16,1,0,1,TRUE,b15178927,6,19,2025-01-17,13.7217
Morning Yoga,Yoga,0,14:02,14:02,0,0,0,76.6,107,0,0,0,1,FALSE,NA,1,26,2025-01-17,0
MH Barge recce run (with added Duncruin),Run,10487.8,60:02,69:28,155,2.912,6.1,130.7,172,1,37,0,5,FALSE,g3897569,20,16,2025-01-16,10.4878
Morning Yoga,Yoga,0,19:44,19:44,0,0,0,69.3,83,0,0,0,1,FALSE,NA,1,28,2025-01-16,0
Afternoon Run,Run,11932.8,63:16,65:50,120,3.144,5.35,135.8,165,4,34,0,1,FALSE,g19496926,24,16,2025-01-15,11.932799999999999
Morning Yoga,Yoga,0,14:17,14:17,0,0,0,80.8,104,0,0,0,1,FALSE,NA,1,28,2025-01-15,0
Afternoon Run,Run,14144.4,70:49,84:38,136,3.329,5.6,140,165,2,34,0,1,FALSE,g12684381,33,18,2025-01-14,14.1444
Lunch Ride,Ride,13249.6,39:24,45:44,135,5.605,9.94,121.2,142,11,0,0,1,TRUE,b15178927,9,21,2025-01-14,13.249600000000001
Lunch Swim,Swim,2000,33:56,39:54,0,0.982,1.26,128.9,176,0,17,0,1,FALSE,NA,32,NA,2025-01-14,2
Lunch Ride,Ride,1957.5,06:34,12:32,32,4.968,8.38,102.4,123,0,0,0,1,FALSE,b15178927,1,23,2025-01-14,1.9575
Morning Yoga,Yoga,0,09:29,09:29,0,0,0,70.3,93,0,0,0,1,FALSE,NA,0,28,2025-01-14,0
Duncruin x10,Run,13649.1,73:38,74:01,334,3.089,5.325,141.1,176,2,39,0,1,FALSE,g15257806,44,18,2025-01-13,13.6491
Morning Yoga,Yoga,0,19:30,19:30,0,0,0,70.6,97,0,0,0,1,FALSE,NA,1,27,2025-01-13,0
Morning Yoga,Yoga,0,10:24,10:24,0,0,0,73.5,98,0,0,0,1,FALSE,NA,0,26,2025-01-10,0
MH Clubrun,Run,12222.9,64:48,75:14,154,3.144,5.85,140.5,163,11,48,0,3,FALSE,g15257806,35,14,2025-01-09,12.2229
Afternoon Swim,Swim,2000,36:25,36:58,0,0.915,1.48,122.3,149,0,19,0,1,FALSE,NA,14,NA,2025-01-09,2
Afternoon Ride,Ride,9344.9,29:43,47:26,75,5.241,9.5,109.6,144,0,0,0,1,TRUE,b15178927,5,22,2025-01-09,9.344899999999999
Morning Yoga,Yoga,0,11:27,11:27,0,0,0,83.6,101,0,0,0,1,FALSE,NA,1,26,2025-01-09,0
Evening Ride,Ride,8016.8,21:49,109:13,64,6.124,9.78,119.6,166,0,18,0,1,TRUE,b15178927,8,18,2025-01-08,8.0168
Will run for curry,Run,9171,56:04,60:06,151,2.726,4.32,141.3,160,4,38,1,8,FALSE,g9838455,34,12,2025-01-08,9.171
Will ride for curry,Ride,18575.5,66:11,274:58,177,4.678,9.683,118.9,162,2,23,0,1,FALSE,b15178927,17,20,2025-01-08,18.5755
Morning Yoga,Yoga,0,10:38,10:38,0,0,0,86,119,0,0,0,1,FALSE,NA,1,24,2025-01-08,0
Evening Run,Run,3821.3,23:30,77:24,41,2.71,4.383,134.4,156,0,0,0,1,FALSE,g15257806,10,14,2025-01-07,3.8213000000000004
Afternoon Swim,Swim,2000,33:34,38:45,0,0.993,1.32,129.9,190,0,29,0,1,FALSE,NA,29,NA,2025-01-07,2
Afternoon Ride,Ride,14545.9,43:00,94:30,143,5.638,10.4,115.4,147,12,0,0,1,TRUE,b15178927,10,17,2025-01-07,14.5459
Morning Yoga,Yoga,0,22:09,22:09,0,0,0,76.8,115,0,0,0,1,FALSE,NA,1,27,2025-01-07,0
Lunch Run,Run,11490.3,64:56,67:58,229,2.949,3.92,133.3,162,0,43,0,1,FALSE,g7496850,24,11,2025-01-06,11.4903
Morning Ride,Ride,14576.4,43:36,70:48,138,5.572,10.1,115.3,139,5,0,0,1,TRUE,b15178927,8,16,2025-01-06,14.5764
Morning Yoga,Yoga,0,09:14,09:14,0,0,0,82.3,100,0,0,0,1,FALSE,NA,0,27,2025-01-06,0
Afternoon Swim #12,Swim,2000,34:31,40:30,0,0.966,1.26,145.8,190,0,23,0,1,FALSE,NA,62,NA,2025-01-05,2
Lunch Run,Run,16005.7,80:30,81:04,65,3.314,5.283,156.4,177,3,58,2,1,FALSE,g9133328,130,13,2025-01-05,16.0057
Morning Yoga,Yoga,0,09:14,09:14,0,0,0,97.9,131,0,0,0,1,FALSE,NA,1,25,2025-01-05,0
Morning Yoga,Yoga,0,10:14,10:14,0,0,0,85.4,103,0,0,0,1,FALSE,NA,1,24,2025-01-04,0
Afternoon Run,Run,16466.4,89:09,96:01,193,3.078,9.3,138.2,170,1,46,0,1,FALSE,g19496926,41,14,2025-01-03,16.4664
Morning Swim,Swim,2000,34:27,42:19,0,0.968,1.32,145.4,177,0,26,0,1,FALSE,NA,61,NA,2025-01-03,2
Morning Run,Run,12700.7,69:24,71:45,180,3.05,4.5,138.1,156,1,49,1,1,FALSE,g19496926,34,7,2025-01-02,12.700700000000001
Afternoon Run,Run,9818.8,63:05,67:13,125,2.594,5,132.8,156,0,42,0,1,FALSE,g19496926,19,13,2025-01-01,9.8188
Morning Yoga,Yoga,0,11:28,11:28,0,0,0,84.1,102,0,0,0,1,FALSE,NA,1,24,2025-01-01,0
HNY 2025!,Run,16331,86:20,87:06,102,3.153,5.94,141.4,153,0,62,9,1,FALSE,g19496926,48,19,2024-12-31,16.331
Lunch Ride,Ride,11033.3,33:27,55:14,104,5.497,9.014,104.3,146,0,0,0,1,TRUE,b15178927,5,20,2024-12-31,11.033299999999999
Jingle Hells fell race route,Run,14153,122:33,131:53,1048,1.925,4.529,154.8,179,3,62,4,1,FALSE,g8836541,171,15,2024-12-29,14.153
Phenomenal,Run,18368.8,196:12,211:08,775,1.56,4.4,131.4,165,2,55,4,2,FALSE,g8836541,57,18,2024-12-27,18.3688
Christmas Run,Run,8077.1,56:10,59:38,398,2.397,4.571,148.9,171,3,58,0,1,FALSE,g8836541,61,19,2024-12-25,8.0771
Longmynd with Dani,Run,9531.4,85:24,94:29,346,1.86,4.117,123.3,156,5,40,0,2,FALSE,g8836541,19,15,2024-12-23,9.5314
Bridges,Run,10187.5,66:12,68:35,474,2.565,4.82,164.3,181,0,44,0,1,FALSE,g8836541,146,10,2024-12-22,10.1875
Stretton Run,Run,13555.5,72:26,72:59,162,3.119,3.95,140.4,168,4,40,0,1,FALSE,g19496926,38,16,2024-12-20,13.5555
Shropshire run,Run,8039.2,49:50,50:42,465,2.689,4.12,151.5,181,4,37,0,1,FALSE,g8836541,61,11,2024-12-19,8.0392
Milford Loop(ish) w/Tara,Run,12527.8,73:50,77:26,211,2.828,5.38,154.6,174,1,32,0,1,FALSE,g7496850,103,18,2024-12-17,12.5278
Witley Common,Run,7214,40:28,41:14,121,2.971,4.829,133.2,157,0,41,0,1,FALSE,g7496850,13,19,2024-12-16,7.214
Godalming Christmas ‘Round’,Run,31890.3,222:21,651:15,629,2.39,6.7,137.7,171,2,57,3,2,FALSE,g19496926,127,17,2024-12-14,31.8903
Afternoon Run,Run,14614,71:56,71:56,118,3.386,6.3,152.1,183,6,46,0,1,FALSE,g19496926,93,15,2024-12-11,14.614
Afternoon Ride,Ride,6845.2,20:18,20:52,44,5.62,9.08,114.6,157,5,0,0,1,TRUE,b15178927,8,17,2024-12-11,6.8452
Afternoon Ride,Ride,7425.5,22:01,23:45,37,5.621,8.067,114.3,128,1,1,0,1,TRUE,b15178927,4,13,2024-12-11,7.4255
Morning Yoga,Yoga,0,08:03,08:03,0,0,0,69.4,86,0,0,0,1,FALSE,NA,0,25,2024-12-11,0
Morning Ride,Ride,13254.5,44:05,484:46,107,5.011,9.95,115.6,159,5,1,0,1,TRUE,b15178927,12,17,2024-12-10,13.2545
Morning Yoga,Yoga,0,21:02,21:02,0,0,0,82.1,107,0,0,0,1,FALSE,NA,2,26,2024-12-10,0
Afternoon Run,Run,14028,71:04,72:21,126,3.29,5.1,138,154,0,43,0,1,FALSE,g19496926,30,10,2024-12-09,14.028
Morning Yoga,Yoga,0,29:04,29:04,0,0,0,72.6,96,0,0,0,1,FALSE,NA,2,27,2024-12-09,0
Morning Run,Run,15830.4,85:20,86:50,139,3.092,6.26,141.3,163,4,49,0,1,FALSE,g19496926,49,15,2024-12-08,15.8304
Afternoon Run,Run,715.3,03:47,03:47,0,3.151,4.117,139.9,151,0,0,0,1,FALSE,g17029860,2,19,2024-12-07,0.7152999999999999
Afternoon Run,Run,1396.5,13:50,22:44,25,1.683,4.38,142.5,162,0,0,0,1,FALSE,g17029860,6,14,2024-12-07,1.3965
DAAA XC w/ MH,Run,8789.1,34:39,34:39,149,4.228,6.12,175.2,192,9,52,0,7,FALSE,g6883995,112,12,2024-12-07,8.789100000000001
Afternoon Run,Run,3109,16:20,16:43,71,3.172,4.8,162.8,181,0,0,0,2,FALSE,g17029860,31,17,2024-12-07,3.109
Morning Yoga,Yoga,0,10:05,10:05,0,0,0,81,92,0,0,0,1,FALSE,NA,0,27,2024-12-06,0
MH Clubrun,Run,13475.6,71:31,92:01,232,3.14,5.943,144,175,14,39,0,4,FALSE,g19496926,54,15,2024-12-05,13.4756
Morning Yoga,Yoga,0,19:01,19:01,0,0,0,69.7,87,0,0,0,1,FALSE,NA,1,25,2024-12-04,0
Afternoon Ride,Ride,10015.8,39:53,79:28,87,4.185,9.343,112.5,143,0,0,0,1,TRUE,b15178927,7,24,2024-12-03,10.015799999999999
Morning Yoga,Yoga,0,07:51,07:51,0,0,0,77.6,103,0,0,0,1,FALSE,NA,0,24,2024-12-03,0
Morning Yoga,Yoga,0,06:52,06:52,0,0,0,80.2,92,0,0,0,1,FALSE,NA,0,27,2024-12-02,0
Auchengillan knock down,Run,5214.3,39:59,73:34,219,2.174,4.8,142.9,174,0,28,0,1,FALSE,g9838455,32,21,2024-12-01,5.214300000000001
Auchengillan Trail Relay Champs setup,Run,7177.4,51:59,91:02,241,2.301,4.067,129.7,160,0,31,0,1,FALSE,g9838455,24,20,2024-12-01,7.1774
Course markings for the trail race,Run,5983.9,52:47,125:37,274,1.889,4.629,120.6,164,0,0,0,1,FALSE,g9838455,17,20,2024-11-30,5.983899999999999
Morning Ride,Ride,6484.3,17:53,105:25,67,6.043,9.833,114.4,148,0,0,0,1,TRUE,b15178927,4,22,2024-11-30,6.4843
Errand Running,Run,14018.7,71:41,88:09,155,3.259,6.4,155.6,173,7,33,0,1,FALSE,g19496926,112,18,2024-11-29,14.0187
Morning Run,Run,9783.9,50:36,50:36,77,3.223,5.05,139.3,156,0,32,0,1,FALSE,g19496926,23,12,2024-11-27,9.7839
MH sprints,Run,6373.8,32:20,56:02,55,3.285,8.32,146.3,177,0,38,0,6,FALSE,g19496926,30,11,2024-11-26,6.3738
Morning Ride,Ride,10868.5,32:10,311:22,115,5.631,11.58,108.4,135,3,0,0,1,TRUE,b15178927,5,22,2024-11-26,10.8685
Lunch Yoga,Yoga,0,04:39,04:39,0,0,0,88.8,108,0,0,0,1,FALSE,NA,0,30,2024-11-23,0
More wintry trails,Run,7800.5,49:02,57:12,312,2.651,4.68,148.7,180,3,45,8,1,FALSE,g8836541,51,11,2024-11-21,7.8005
Winter Wonderland 🥰,Run,13915.7,82:06,99:15,542,2.825,4.35,152.1,180,6,57,4,1,FALSE,g8836541,101,14,2024-11-20,13.915700000000001
Evening Run,Run,1282.2,06:46,06:50,16,3.158,3.66,127.2,142,2,0,0,1,FALSE,g17029860,1,23,2024-11-19,1.2822
Evening Run,Run,9955.4,50:34,50:56,76,3.281,4.371,142.9,157,0,42,2,1,FALSE,g19496926,33,12,2024-11-18,9.9554
Afternoon Swim,Swim,2000,31:54,40:58,0,1.045,1.4,138.3,190,0,11,0,1,FALSE,NA,44,NA,2024-11-18,2
Morning Yoga,Yoga,0,21:35,21:35,0,0,0,73.1,90,0,0,0,1,FALSE,NA,1,27,2024-11-18,0
Afternoon Ride,Ride,6912.5,19:36,34:39,82,5.878,9.64,101.8,123,3,0,0,1,TRUE,b15178927,3,19,2024-11-17,6.9125
Morning Yoga,Yoga,0,21:52,21:52,0,0,0,70.6,86,0,0,0,1,FALSE,NA,1,27,2024-11-17,0
Ruchill Parkrun with the Maryhill Harriers,Run,10846.6,54:15,87:16,188,3.332,4.967,143.5,161,0,48,0,2,FALSE,g19496926,42,16,2024-11-16,10.8466
Emma’s ‘new’ home run,Run,17133.6,84:16,93:50,66,3.389,5.74,151.4,164,0,53,5,2,FALSE,g19496926,111,18,2024-11-15,17.133599999999998
Morning Hike,Hike,7351.9,92:26,110:44,193,1.326,2.675,88.4,127,0,0,0,1,FALSE,g12684381,10,23,2024-11-11,7.3519
Jessheim Vintermaraton,Run,42485.1,170:46,170:46,143,4.147,5.225,176,193,48,97,28,10,FALSE,g13379738,567,10,2024-11-10,42.485099999999996
Evening Run,Run,3436.2,19:44,19:55,17,2.902,4.88,121,135,0,26,0,2,FALSE,g19496926,4,21,2024-11-05,3.4362
Afternoon Ride,Ride,9758.1,40:52,102:56,82,3.98,9.083,112.8,134,2,1,0,1,TRUE,b15178927,7,21,2024-11-05,9.7581
Lunch Swim,Swim,2000,32:34,37:37,0,1.024,1.48,149,186,0,22,0,1,FALSE,NA,69,NA,2024-11-05,2
Lunch Ride,Ride,2078.8,06:29,06:29,21,5.344,9.533,91.6,106,0,0,0,1,TRUE,b15178927,0,22,2024-11-05,2.0788
Afternoon Ride,Ride,7584.1,21:31,39:43,67,5.875,9.367,113.5,139,3,16,0,1,TRUE,b15178927,4,18,2024-11-04,7.5841
Lunch Run,Run,8509.2,43:58,107:48,83,3.226,4.314,136.5,149,1,32,0,1,FALSE,g19496926,17,20,2024-11-04,8.5092
Morning Yoga,Yoga,0,11:38,11:38,0,0,0,73,102,0,0,0,1,FALSE,NA,0,27,2024-11-04,0
Afternoon Run,Run,7861,41:05,41:09,73,3.189,5.633,140.1,154,0,41,0,1,FALSE,g19496926,20,19,2024-11-03,7.861
Afternoon Ride,Ride,5600.9,19:20,35:47,65,4.828,8.817,111.6,143,2,0,0,1,TRUE,b15178927,3,18,2024-11-03,5.600899999999999
Afternoon Swim,Swim,2000,32:34,50:39,0,1.024,1.32,149.4,171,0,26,0,1,FALSE,NA,68,NA,2024-11-03,2
Lunch Ride,Ride,5713.3,18:15,24:56,36,5.218,9.06,113.1,132,1,0,0,1,TRUE,b15178927,3,17,2024-11-03,5.7133
Morning Yoga,Yoga,0,32:50,32:50,0,0,0,69.9,89,0,0,0,1,FALSE,NA,2,26,2024-11-03,0
Lunch Run,Run,23010.8,117:35,118:41,221,3.262,7.178,143,162,3,60,2,1,FALSE,g19496926,77,20,2024-11-02,23.0108
Morning Yoga,Yoga,0,12:28,12:28,0,0,0,68.1,89,0,0,0,1,FALSE,NA,0,29,2024-11-02,0
Night Ride,Ride,4544.4,15:53,15:53,53,4.769,7.881,109.3,125,0,0,0,1,FALSE,b15178927,2,16,2024-11-02,4.5443999999999996
Night Run,Run,1560.3,10:33,10:36,15,2.465,4.34,138,152,0,0,0,1,FALSE,g17029860,5,23,2024-11-01,1.5603
Lunch Ride,Ride,12565.5,37:21,713:39,88,5.607,10.583,106.5,138,7,0,0,1,FALSE,b15178927,6,22,2024-11-01,12.5655
Afternoon Run,Run,8107.7,43:59,49:07,47,3.072,6.42,132.9,148,1,0,0,1,FALSE,g17029860,12,19,2024-10-31,8.1077
Night Ride,Ride,5561.5,14:52,30:34,57,6.235,10.4,106.5,146,1,0,0,1,FALSE,b8218320,2,22,2024-10-30,5.5615
K-K-Catch-up,Run,6177.2,39:37,40:02,27,2.599,4.958,117.2,132,0,31,0,2,FALSE,g19496926,8,20,2024-10-30,6.1772
Morning Ride,Ride,7424.1,19:20,20:10,55,6.4,11.359,117.2,153,0,0,0,1,TRUE,b8218319,4,20,2024-10-30,7.4241
Afternoon Swim,Swim,2000,33:46,39:08,0,0.987,1.316,123.4,157,0,25,0,1,FALSE,NA,18,NA,2024-10-29,2
Afternoon Ride,Ride,9281.9,25:48,40:30,115,5.996,10.714,117.3,145,4,0,0,1,TRUE,b8218319,6,21,2024-10-29,9.2819
Night Ride,Ride,11089.5,26:19,49:46,85,7.023,9.829,164.4,230,24,0,0,1,TRUE,b8218319,48,19,2024-10-28,11.0895
12 Gates of Queens Park,Run,10821.1,56:26,57:32,426,3.196,5.46,164.3,185,18,48,2,9,FALSE,g6883995,123,19,2024-10-28,10.8211
Afternoon Ride,Ride,14365.9,40:41,80:07,143,5.885,10.65,131.3,160,7,22,0,1,FALSE,b8218319,21,22,2024-10-28,14.3659
Lunch Hike,Hike,1985.3,22:51,23:29,17.7,1.448,3.682,106.5,132,0,0,0,1,FALSE,g12684381,3,22,2024-10-27,1.9853
Ride up to marshal the Dunky,Ride,28555.5,67:49,180:51,423,7.018,14.518,124.8,158,23,36,0,1,FALSE,b8218319,21,16,2024-10-27,28.5555
Morning Yoga,Yoga,0,22:20,22:20,0,0,0,67.8,79,0,0,0,1,FALSE,NA,1,26,2024-10-27,0
Morning Run,Run,8161.7,42:29,216:36,116,3.202,4.3,145.7,164,0,0,0,1,FALSE,g17029860,37,21,2024-10-26,8.1617
Elder Parkrun,Run,5008.5,18:46,18:46,6,4.448,5.92,171.8,188,0,43,0,14,FALSE,g19496926,52,16,2024-10-26,5.0085
Morning Run,Run,4389.5,24:04,27:42,43,3.04,4.4,129.8,156,0,19,0,1,FALSE,g19496926,7,18,2024-10-26,4.3895
Afternoon Swim,Swim,2000,32:18,42:55,0,1.032,1.32,145.9,194,0,21,0,1,FALSE,NA,70,NA,2024-10-25,2
Morning Yoga,Yoga,0,25:56,25:56,0,0,0,78.6,114,0,0,0,1,FALSE,NA,2,27,2024-10-25,0
Evening Run + 7 hills of Maryhill,Run,20222.6,109:06,120:41,355,3.089,5.92,140.2,183,6,49,0,1,FALSE,g19496926,63,19,2024-10-24,20.2226
Afternoon Run,Run,5339.9,31:07,31:22,73,2.86,4.526,126.7,151,1,31,0,2,FALSE,g19496926,8,20,2024-10-23,5.339899999999999
Morning Yoga,Yoga,0,28:27,28:27,0,0,0,63.9,93,0,0,0,1,FALSE,NA,1,28,2024-10-23,0
Morning Yoga,Yoga,0,21:31,21:31,0,0,0,81.6,141,0,0,0,1,FALSE,NA,2,29,2024-10-22,0
Morning Ride,Ride,12058.8,29:16,87:15,110,6.867,11.856,132.2,161,12,24,0,1,TRUE,b8218319,15,16,2024-10-22,12.0588
Morning Run,Run,9924.2,52:09,387:52,81,3.172,5.063,139.8,163,0,40,4,1,FALSE,g19496926,24,20,2024-10-21,9.9242
Morning Swim,Swim,2000,33:52,38:31,0,0.984,1.192,139.4,168,0,25,0,1,FALSE,NA,43,NA,2024-10-21,2
Morning Run,Run,1635.9,09:09,09:12,39,2.98,4.465,129,151,0,0,0,1,FALSE,g17029860,3,21,2024-10-21,1.6359000000000001
Morning Yoga,Yoga,0,18:37,18:37,0,0,0,70.3,95,0,0,0,1,FALSE,NA,1,28,2024-10-21,0
Lunch Run,Run,9312,48:07,139:56,119,3.225,5.518,142.5,162,1,38,0,1,FALSE,g19496926,35,23,2024-10-20,9.312
Morning Yoga,Yoga,0,18:00,18:00,0,0,0,84.8,110,0,0,0,1,FALSE,NA,1,28,2024-10-20,0
Queens Parkrun,Run,14783.2,77:47,82:17,179,3.168,5.69,140.8,170,42,50,0,2,FALSE,g19496926,47,18,2024-10-19,14.7832
Evening Run,Run,3369.9,18:39,18:46,17,3.012,4.569,130.7,142,0,0,0,1,FALSE,g17029860,4,19,2024-10-18,3.3699
Lunch Ride,Ride,8019.9,20:46,106:55,96,6.437,11.228,115.8,142,4,0,0,1,FALSE,b8218320,4,22,2024-10-18,8.0199
