activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
Morning Swim,Swim,1734.3,35:07,35:07,0,0.823,1.3,91,91,3,21,9,4,FALSE,NA,2,19,2020-06-04,1.7343
Lunch Ride,Ride,19546.3,48:11,79:06,214,6.761,14.6,120.1,145,7,29,0,2,FALSE,NA,10,25,2020-05-29,19.5463
Morning Run,Run,4938.3,26:37,26:37,36,3.092,4.5,171.4,189,0,34,0,1,FALSE,g5233746,62,19,2020-05-29,4.9383
Evening Ride,Ride,17971.2,41:52,41:52,213.4,7.154,20.2,135,167,14,0,0,1,FALSE,NA,17,19,2020-05-28,17.9712
Evening Activity,Workout,584.6,13:55,14:30,27,0.7,3.1,98.8,113,0,0,0,1,FALSE,NA,1,20,2020-05-28,0.5846
Evening Swim,Swim,239.2,13:49,13:52,0,0.289,0.6,80,80,0,0,0,1,FALSE,NA,0,22,2020-05-28,0.2392
Evening Ride,Ride,18011.3,39:50,39:50,180,7.536,15.7,135,172,13,0,0,1,FALSE,NA,14,24,2020-05-28,18.0113
Evening Ride,Ride,29870.6,62:13,77:01,191,8.002,16.5,142.1,172,26,29,0,1,FALSE,NA,42,26,2020-05-27,29.8706
Afternoon Ride,Ride,36757,75:14,395:21,285,8.143,17.2,139.4,181,19,42,0,1,FALSE,NA,45,26,2020-05-26,36.757
Afternoon Run,Run,10973.4,67:51,92:54,198.3,2.696,4.9,153.6,187,6,43,2,1,FALSE,g4804095,70,26,2020-05-25,10.9734
Lunch Run,Run,22774.7,161:24,163:32,461.7,2.352,12.4,143.7,188,7,48,0,2,FALSE,g4804095,100,26,2020-05-25,22.7747
Morning Run,Run,13929.6,74:46,74:49,161,3.105,11,172.8,188,4,47,6,1,FALSE,g5233746,175,22,2020-05-23,13.9296
Morning Run,Run,5573.3,29:22,29:22,67,3.163,5.5,154.2,196,0,33,0,1,FALSE,g5233746,30,21,2020-05-22,5.573300000000001
Morning Run,Run,5182.1,27:24,27:35,55,3.152,5.5,151.4,172,0,31,0,1,FALSE,g5233746,26,23,2020-05-21,5.1821
Lunch Run,Run,22240.8,136:21,140:39,376.8,2.719,5.8,140.7,182,7,60,0,2,FALSE,g4804095,63,21,2020-05-17,22.2408
Afternoon Ride,Ride,53123.3,109:09,111:07,501,8.112,15.5,163.3,194,36,45,0,1,FALSE,NA,183,23,2020-05-16,53.1233
Morning Run,Run,9894.5,53:44,56:40,172.5,3.069,7.9,166.6,193,5,37,0,2,FALSE,g4804095,102,21,2020-05-16,9.8945
Evening Run,Run,9568.7,53:15,53:15,107.4,2.995,5.3,129,146,0,46,0,2,FALSE,g5233746,12,18,2020-05-13,9.568700000000002
Afternoon Run,Run,16331.2,81:06,81:27,229,3.356,6.8,143.9,181,15,62,0,1,FALSE,g5233746,40,20,2020-05-12,16.3312
Afternoon Run,Run,8481.7,47:01,47:50,262,3.007,5.3,160,189,0,36,2,1,FALSE,g4804095,66,20,2020-05-11,8.4817
Morning Run,Run,9298.9,59:16,59:57,165,2.615,6,150.8,191,2,0,0,1,FALSE,g5233746,46,23,2020-05-10,9.2989
Lunch Run,Run,11913.6,58:17,67:07,167,3.407,7,163.8,191,9,54,0,1,FALSE,g5233746,98,26,2020-05-09,11.9136
Morning Ride,Ride,73756.7,154:19,166:39,658,7.966,23.6,159.5,192,25,52,0,2,FALSE,NA,225,21,2020-05-08,73.7567
Evening Ride,Ride,25474.6,51:12,52:04,243,8.293,17.4,158.8,188,4,37,0,1,FALSE,NA,84,23,2020-05-07,25.4746
Evening Run,Run,5975.4,33:59,34:02,210,2.931,5.2,145.2,186,2,30,0,1,FALSE,g4804095,23,22,2020-05-06,5.9754
Lunch Ride,Ride,22332.3,65:29,95:54,263,5.684,14.8,152.1,175,6,0,0,1,FALSE,NA,68,18,2020-05-03,22.3323
Afternoon Run,Run,11349.5,62:14,62:14,176,3.04,5.1,145.2,174,2,0,0,1,FALSE,g5233746,35,21,2020-05-02,11.3495
Evening Run,Run,5903.1,42:30,43:46,188.4,2.315,4.1,165.8,188,0,44,0,1,FALSE,g5460980,74,19,2020-04-29,5.9031
WH Treasure Hunt GO D&D!!,Run,10814.4,57:21,58:21,200,3.143,5.5,154.9,183,5,40,0,1,FALSE,g4804095,64,17,2020-04-28,10.8144
WH Treasure Hunting,Run,20000.3,126:16,127:46,391.8,2.64,6.6,144.1,185,19,50,2,1,FALSE,g4804095,65,22,2020-04-27,20.0003
WH Treasure Hunt,Run,19594.2,103:35,114:48,351,3.153,6.5,156.7,186,10,44,0,1,FALSE,g5233746,134,21,2020-04-24,19.5942
WH Chain 19:30 - 20:00,Run,15592.2,83:34,92:32,236,3.11,6.2,153.6,179,5,46,0,2,FALSE,g5233746,74,23,2020-04-23,15.5922
WH not track session,Run,9754.7,46:55,47:55,129,3.465,5.9,168,198,3,41,2,1,FALSE,g5233746,93,23,2020-04-22,9.754700000000001
‘5k’ time trial,Run,3009.6,10:54,10:54,4,4.602,5.7,144.8,163,9,25,3,1,FALSE,g5233746,5,21,2020-04-22,3.0096
Evening Run,Run,1766.1,08:55,08:55,38.3,3.301,4.8,127.4,140,2,0,0,1,FALSE,g5233746,1,25,2020-04-22,1.7661
WH Chain 17:00 - 17:30,Run,6113.8,36:25,36:56,227,2.798,5.6,148.2,174,0,29,0,1,FALSE,g5460980,26,22,2020-04-20,6.1138
WH Chain 16:30 - 17:00,Run,18751,120:07,130:12,488,2.602,6,127.8,172,1,51,0,2,FALSE,g5460980,29,21,2020-04-19,18.751
WH Chain 16:00 - 16:30,Run,5340.2,32:12,32:15,142,2.764,5.1,155.5,181,2,38,0,1,FALSE,g4804095,34,22,2020-04-18,5.340199999999999
Puttenham Common (Chain 17:15 - 18:45),Run,17336.9,98:00,100:38,333,2.948,6.2,155.5,190,5,48,4,1,FALSE,g5460980,112,19,2020-04-17,17.3369
WH chain 19:15 - 20:00,Run,13059.8,80:27,88:50,351,2.706,5.1,143.7,176,2,48,0,2,FALSE,g4804095,39,23,2020-04-16,13.0598
WH Chain 19:30 - 20:00,Run,19159.5,96:22,97:15,473,3.314,6.1,147.1,166,7,44,0,1,FALSE,g4804095,59,21,2020-04-15,19.1595
Lunch Run,Run,5155.3,27:17,27:44,62,3.149,5.3,134.6,160,0,0,0,1,FALSE,g5233746,11,20,2020-04-14,5.1553
Afternoon walk,Walk,8851.9,111:04,122:00,149,1.328,2.6,NA,NA,0,0,0,2,FALSE,g4804095,NA,29,2020-04-12,8.851899999999999
Sunrise on Gibbett Hill,Run,38090.5,257:38,275:49,707,2.464,7.6,138.1,193,9,74,8,2,FALSE,g4804095,103,19,2020-04-11,38.0905
Team BLUE 19:00 - 20:00,Run,10186.3,65:36,69:30,270,2.588,5.2,128.3,182,2,39,0,1,FALSE,g4804095,19,23,2020-04-10,10.1863
Evening Run,Run,4712.3,25:24,25:52,118,3.092,5.1,158.7,185,1,40,0,1,FALSE,g4804095,35,24,2020-04-09,4.7123
Team Blue - 16:00 - 17:00,Run,15359,60:01,60:01,55,4.265,5.9,179.9,192,7,48,4,1,FALSE,g5233746,183,26,2020-04-08,15.359
Afternoon Run,Run,18911.4,111:56,112:38,359.1,2.816,5.8,142.1,177,2,57,0,1,FALSE,g4804095,52,23,2020-04-07,18.9114
Team BLUE 15:00 - 15:30,Run,5336.1,31:59,33:43,140,2.781,4.2,151.4,185,0,35,0,1,FALSE,g5460980,27,24,2020-04-06,5.3361
Team BLUE - 18:45 - 19:30,Run,7483.3,53:35,56:30,74,2.328,5.3,148.3,163,1,39,0,1,FALSE,g5460980,38,19,2020-04-04,7.4833
"Hard half, easy 3k",Run,23916.2,115:10,115:58,458,3.461,8,173.3,185,15,60,4,1,FALSE,g5460980,277,21,2020-04-04,23.9162
Team BLUE 19:15 - 20:00,Run,11984.1,67:48,68:30,258,2.946,5.4,148.1,183,1,46,0,1,FALSE,g5460980,45,20,2020-04-03,11.9841
Team BLUE - 12:00 - 12:30,Run,9753.3,52:19,53:23,262,3.107,5.6,152.1,177,4,47,0,1,FALSE,g5460980,55,21,2020-04-02,9.7533
6:30 - 7:45 TEAM BLUE,Run,17592.3,82:08,83:45,211,3.57,6,163.9,189,14,50,5,1,FALSE,g5233746,134,12,2020-04-01,17.592299999999998
Afternoon Run,Run,3722.2,25:47,27:32,120,2.406,4.5,130.1,167,1,33,0,2,FALSE,g5460980,6,19,2020-03-31,3.7222
Evening Run,Run,6250.4,38:57,39:51,203.9,2.675,5.9,143,173,3,38,0,1,FALSE,g5460980,20,20,2020-03-30,6.2504
Shere 42k,Run,57165.1,406:38,422:27,1072.8,2.343,4.8,149.9,177,19,64,5,2,FALSE,g5460980,311,17,2020-03-28,57.165099999999995
Afternoon Run,Run,6166,34:43,34:48,101,2.96,5.7,132.2,168,1,28,0,1,FALSE,g5233746,10,17,2020-03-27,6.166
Lunch Run,Run,11508.4,63:11,63:31,152,3.036,4.9,132.8,158,0,39,0,1,FALSE,g5233746,16,22,2020-03-26,11.5084
Evening Run,Run,16625.4,83:11,84:14,292.9,3.331,5.6,164.1,186,4,48,0,1,FALSE,g5460980,140,19,2020-03-25,16.625400000000003
Afternoon Run,Run,7836.2,42:17,42:37,209.4,3.089,6.2,155.7,185,2,37,0,1,FALSE,g5460980,49,19,2020-03-24,7.8362
Double Godalming Round,Run,91672,680:39,701:36,2605,2.245,7.3,152.6,182,18,78,24,3,FALSE,g5460980,642,16,2020-03-21,91.672
Afternoon Run,Run,20008,119:07,120:46,328,2.799,6.4,141.7,179,8,49,5,1,FALSE,g5460980,51,20,2020-03-18,20.008
Lunch Run,Run,10770.7,61:08,61:18,62,2.936,4.9,134.1,156,6,26,0,1,FALSE,g5460980,15,22,2020-03-17,10.770700000000001
(Un)Social Distancing,Run,12812,66:54,67:08,233,3.192,6,161.3,185,3,42,6,1,FALSE,g5460980,100,17,2020-03-16,12.812
Grand Platieres,Run,2114.9,33:44,46:04,409,1.045,2.2,127.1,156,0,17,0,1,FALSE,g5460980,8,27,2020-03-15,2.1149
Flaine Skiing day 2,AlpineSki,62772.9,125:51,506:39,0,8.313,23,104.2,160,8,31,0,1,FALSE,NA,19,23,2020-03-14,62.7729
Flaine Skiing Day 1,AlpineSki,23736.4,61:40,328:17,0,6.415,21.5,106.9,133,5,33,1,1,FALSE,NA,9,23,2020-03-13,23.7364
Evening Ride,Ride,32329.2,82:02,82:43,260,6.568,12.8,145.5,181,2,16,0,1,FALSE,NA,66,18,2020-03-10,32.3292
Morning Ride,Ride,31440.3,59:26,59:26,188,8.817,18.6,162.4,182,24,26,0,1,FALSE,NA,95,18,2020-03-10,31.4403
Morning Swim,Swim,777.9,17:16,20:25,0,0.751,4,NA,NA,0,26,2,1,FALSE,NA,NA,29,2020-03-08,0.7778999999999999
Crossing the Karen Valleys pt.3,Run,18381.6,203:44,249:44,980.5,1.504,4.5,96.2,145,0,40,0,2,FALSE,g5460980,25,29,2020-03-05,18.3816
Crossing the Karen Valleys pt.2,Run,27066.7,317:50,368:35,1343.9,1.419,5.3,114.3,148,0,42,0,2,FALSE,g5460980,50,30,2020-03-04,27.0667
Crossing the Karen Valleys pt.1,Run,32262.5,344:15,391:11,1769,1.562,5.6,129.6,163,0,42,4,2,FALSE,g5460980,82,29,2020-03-03,32.2625
Waverley Abbey Pilgrimmage,Run,34213.1,236:46,251:59,471,2.408,5.7,144.9,170,12,49,2,3,FALSE,g5233748,131,20,2020-02-29,34.2131
Evening trail run - the first of the year!,Run,12919.8,77:33,78:18,173,2.777,4.7,155.3,187,2,26,0,2,FALSE,g3589057,92,18,2020-02-26,12.919799999999999
Recovery Run,Run,13454.3,84:29,91:38,272,2.654,5,139.6,163,1,25,0,1,FALSE,g5460980,31,18,2020-02-24,13.4543
Wokingham Half Marathon,Run,21171.5,82:38,82:38,98,4.27,8.8,134.4,161,5,92,10,132,FALSE,g5233746,21,21,2020-02-23,21.1715
Evening Run,Run,10263,57:43,57:56,203,2.964,5.4,134.3,168,4,27,0,1,FALSE,g4804095,19,14,2020-02-20,10.263
Evening Run,Run,10742.6,63:24,69:42,230.5,2.824,6.9,137.7,178,4,27,0,1,FALSE,g5233746,28,18,2020-02-19,10.7426
Evening Run,Run,13082.4,74:56,77:05,139,2.91,6.9,150.4,190,4,28,0,1,FALSE,g5233746,73,16,2020-02-18,13.0824
Lunch Run,Run,7547.3,35:51,36:09,52,3.509,5.3,132.8,146,5,17,0,1,FALSE,g3897569,8,18,2020-02-17,7.5473
Morning Run,Run,21181.8,126:01,128:32,412,2.801,8.7,169.6,194,6,41,2,1,FALSE,g4804095,249,21,2020-02-16,21.1818
Lunch Run,Run,6098.5,39:20,39:39,62,2.584,7.5,137.1,155,2,17,0,2,FALSE,g5233746,10,19,2020-02-15,6.0985
5k rep 2/2,Run,5148.9,18:54,18:54,0,4.54,5.9,145.7,159,3,18,0,2,FALSE,g5233746,12,17,2020-02-15,5.148899999999999
5k rep 1/2,Run,5139.4,18:42,18:42,0,4.581,5.8,159.3,176,2,21,0,2,FALSE,g5233746,27,17,2020-02-15,5.139399999999999
Morning Run,Run,3815.3,20:33,22:40,69,3.094,4.9,146.8,165,4,10,0,2,FALSE,g5233746,12,21,2020-02-15,3.8153
Evening Ride,Ride,3412.9,15:30,15:30,18,3.67,10.1,131.7,150,0,3,0,1,FALSE,NA,4,18,2020-02-14,3.4129
Lunch Run,Run,7105.6,33:32,33:35,19.4,3.532,5.9,144.2,159,0,15,0,1,FALSE,g3897569,18,22,2020-02-14,7.105600000000001
Morning Ride,Ride,31729.5,71:18,72:43,191,7.417,17.9,151.4,170,7,25,0,1,FALSE,NA,80,10,2020-02-14,31.7295
Afternoon Ride,Ride,32168.1,73:45,77:45,257,7.27,14.5,145.8,172,8,21,0,1,FALSE,NA,56,14,2020-02-13,32.168099999999995
Touch,Run,4870.9,40:42,52:46,0,1.995,5.8,167.7,200,0,16,0,2,FALSE,g2631123,79,17,2020-02-12,4.8709
Morning Ride,Ride,33644.6,72:45,84:31,271,7.708,17.4,148.5,171,7,24,0,1,FALSE,NA,72,16,2020-02-12,33.6446
WH Track Session,Run,15301.7,85:25,110:08,188.7,2.986,5.7,138.6,170,3,36,0,7,FALSE,g5233746,26,11,2020-02-11,15.3017
Storm Ciara?,Run,19864.7,153:15,179:07,1281,2.16,4.7,158.8,192,5,51,1,3,FALSE,g5460980,206,14,2020-02-09,19.8647
Morning Run,Run,7795.1,51:10,53:41,396,2.539,5.8,160.8,199,1,31,5,1,FALSE,g5460980,92,14,2020-02-08,7.795100000000001
Lunch Run,Run,10934.3,53:43,53:43,102,3.393,6.2,150.5,180,8,24,0,1,FALSE,g3897569,48,18,2020-02-05,10.934299999999999
WH Track +,Run,18736.5,101:35,115:32,291,3.074,6.4,143.2,176,7,32,0,5,FALSE,g5233746,49,14,2020-02-04,18.7365
Afternoon Ride,Ride,32196.8,70:39,74:30,298,7.595,15.8,149.9,181,10,19,0,1,FALSE,NA,73,16,2020-02-03,32.196799999999996
Morning Ride,Ride,31605.8,67:45,67:45,223,7.775,19.9,140.6,166,4,17,0,1,FALSE,NA,37,16,2020-02-03,31.6058
(Extended) Pednor Loop,Run,17579.6,104:25,108:16,284,2.806,5.3,155.1,188,6,38,0,2,FALSE,g4804095,118,19,2020-02-02,17.5796
Morning Run,Run,29202.2,140:41,141:52,268,3.46,6.3,154.3,177,24,46,2,1,FALSE,g5233746,160,21,2020-01-31,29.2022
Afternoon Ride,Ride,37925.3,95:19,177:31,337,6.631,13.7,135.9,168,3,18,0,1,FALSE,NA,43,17,2020-01-30,37.9253
Morning Ride,Ride,32098,67:51,72:18,249,7.885,15.6,141.6,173,7,22,0,1,FALSE,NA,50,16,2020-01-30,32.098
Auld faithful w/Din,Run,9911.9,49:41,49:44,47,3.325,5.1,156,184,1,21,0,2,FALSE,g3897569,53,20,2020-01-29,9.9119
Recovery Run,Run,9499,54:48,55:04,104,2.889,6.2,144.3,172,0,22,0,1,FALSE,g5233746,42,18,2020-01-26,9.499
Dubai Marathon 2:57:27,Run,42434.1,177:30,177:30,150,3.984,9.5,171.9,192,26,91,35,38,FALSE,g5233746,393,26,2020-01-24,42.4341
Evening Run,Run,4113.7,21:13,24:20,99,3.232,4.9,124.4,144,2,21,2,1,FALSE,g5233746,4,15,2020-01-21,4.1137
Evening Run,Run,9811.7,48:57,56:37,97,3.341,5.2,148.4,184,0,30,0,1,FALSE,g5233746,40,12,2020-01-20,9.8117
Morning Run,Run,17384.8,94:05,101:03,235.2,3.08,7.4,159.7,184,6,43,0,2,FALSE,g5233746,131,9,2020-01-19,17.3848
Lunch Run,Run,9260.9,40:57,40:57,136,3.769,6.7,159.6,184,17,34,3,1,FALSE,g5233746,57,18,2020-01-18,9.2609
Morning Ride,Ride,13480.3,34:08,98:33,93,6.582,16.7,125.4,147,7,18,0,3,FALSE,NA,8,16,2020-01-18,13.4803
Morning Ride,Ride,13335.3,40:25,47:24,204,5.499,12.5,125.6,165,1,22,0,3,FALSE,NA,10,11,2020-01-18,13.3353
Afternoon Ride,Ride,32798.9,81:16,86:05,309,6.727,13.6,144.4,167,1,20,0,1,FALSE,NA,57,19,2020-01-16,32.7989
Lunch Run,Run,4762.1,23:36,23:36,4,3.363,5,134.9,155,1,11,0,2,FALSE,g5233746,5,14,2020-01-16,4.7621
Lunch Run,Run,1870.1,10:09,10:09,24,3.071,3.9,132.6,149,1,8,0,5,FALSE,g5233746,2,23,2020-01-16,1.8700999999999999
Morning Ride,Ride,31956.6,63:30,63:30,220,8.388,19.7,160.1,189,9,17,0,1,FALSE,NA,95,15,2020-01-16,31.956599999999998
Evening Run,Run,15292.7,79:59,84:06,248,3.187,6.1,147.1,188,6,30,0,1,FALSE,g4804095,57,17,2020-01-14,15.2927
Windsor Great Park MABAC - 5th,Run,12756.2,48:24,48:24,110,4.393,6.4,179.2,201,14,54,5,13,FALSE,g5233746,141,17,2020-01-12,12.756200000000002
Evening Run,Run,5515.9,40:18,41:36,119,2.281,3.9,141.6,158,0,22,0,2,FALSE,g5460980,16,14,2020-01-10,5.515899999999999
Afternoon Ride,Ride,35075.8,81:31,97:38,351,7.171,14.2,153.3,184,5,24,0,1,FALSE,NA,100,15,2020-01-10,35.0758
Morning Ride,Ride,32030.5,68:43,69:15,222,7.769,16,144.4,184,1,21,0,1,FALSE,NA,49,12,2020-01-10,32.0305
Evening Run,Run,12360.2,61:52,62:09,164,3.33,5.7,152.9,186,6,36,0,1,FALSE,g5233746,69,20,2020-01-07,12.3602
Evening Run,Run,9434.5,56:38,57:04,159.9,2.776,4.3,184.7,202,5,31,0,2,FALSE,g5233746,193,18,2020-01-06,9.4345
Warm down hills,Run,3501.9,19:04,21:01,106,3.061,5,175.2,192,1,14,2,1,FALSE,g5233746,48,15,2020-01-04,3.5019
Morning Run,Run,21114.9,87:40,87:47,60,4.014,5.6,169.2,188,9,47,8,2,FALSE,g5233746,179,16,2020-01-04,21.114900000000002
WH Hill Session,Run,12695.3,80:49,103:57,373,2.618,6.3,153.1,186,5,38,0,4,FALSE,g5233746,71,18,2020-01-02,12.6953
Morning Run,Run,18165.3,76:22,89:04,108,3.964,6.6,128.8,157,8,39,4,1,FALSE,g5233746,18,15,2019-12-31,18.1653
Afternoon Run,Run,18611.6,95:00,120:53,176,3.265,5.6,147.3,168,11,30,0,1,FALSE,g5233746,65,17,2019-12-30,18.6116
Lunch Run,Run,1036.1,07:26,10:06,14,2.323,3.4,136.5,153,0,4,0,1,FALSE,g3589057,2,15,2019-12-29,1.0360999999999998
Lord Wandsworth SCCL - 8th,Run,7916.4,33:06,34:16,156,3.85,7.1,158.6,178,13,43,0,39,FALSE,g3589057,45,11,2019-12-29,7.916399999999999
Morning Run,Run,2873.3,16:32,17:11,32,2.896,3.9,147.8,182,0,7,0,1,FALSE,g3589057,12,18,2019-12-29,2.8733
Morning run,Run,13714.7,63:34,63:34,41,3.596,6.7,136.5,166,5,24,0,1,FALSE,g5233746,21,16,2019-12-28,13.7147
NDW to Puttenham Common,Run,25788.9,132:21,136:38,405,3.248,7.1,165.1,190,23,47,0,1,FALSE,g5233748,233,17,2019-12-27,25.7889
Lunch Ride,Ride,12974.6,32:19,110:16,94,6.691,12.4,123.1,162,2,9,0,1,FALSE,NA,9,16,2019-12-27,12.9746
Riding home for Christmas,Ride,70980.8,169:10,175:21,702,6.993,16.1,129.4,169,15,33,2,1,FALSE,NA,44,12,2019-12-25,70.9808
Merry Christmas Parkrun,Run,5000.3,27:12,27:31,60,3.064,4.3,136.3,152,6,37,0,17,FALSE,g4839227,7,18,2019-12-25,5.0003
Morning Run,Run,16073.7,81:08,107:45,93,3.302,6.2,126.5,149,7,26,0,1,FALSE,g3897569,17,18,2019-12-24,16.073700000000002
Afternoon Ride,Ride,32039.4,72:43,114:09,263,7.343,16.9,139.5,179,1,10,0,1,FALSE,NA,47,16,2019-12-23,32.0394
Morning Ride,Ride,31899.2,66:48,70:32,229,7.959,14.6,138.4,166,13,18,0,1,FALSE,NA,33,17,2019-12-23,31.8992
Recovery Run,Run,5026.1,24:47,24:47,33,3.38,4.4,166.5,185,0,16,0,1,FALSE,g3897569,45,16,2019-12-22,5.0261000000000005
Drainpipe reps,Run,15391.4,172:42,181:27,1947.4,1.485,7,157.7,211,2,25,2,2,FALSE,g4839227,NA,21,2019-12-21,15.391399999999999
Lunch Run,Run,7884.5,44:48,65:39,67.7,2.933,4.8,143.7,176,0,38,3,2,FALSE,g4839227,20,21,2019-12-21,7.8845
Afternoon Run,Run,8935.5,44:22,45:27,15,3.357,7,172,196,2,19,0,1,FALSE,g5233746,103,20,2019-12-20,8.9355
Morning Run,Run,4679.3,26:43,27:59,65,2.919,14.6,147,164,0,13,0,1,FALSE,g5233748,18,20,2019-12-20,4.6793000000000005
Lunch Run,Run,5770.9,23:04,23:04,11,4.17,6.9,151.1,170,7,18,2,1,FALSE,g5233746,19,21,2019-12-19,5.770899999999999
Evening Run,Run,11013.6,53:40,55:47,126,3.42,6,134.1,153,5,19,0,1,FALSE,g3897569,13,18,2019-12-18,11.0136
Touch,Run,3053.5,22:42,27:11,28,2.242,5.9,133.1,155,0,3,0,1,FALSE,g2631123,5,19,2019-12-18,3.0535
Godalming Christmas pt.2,Run,9658.7,77:24,96:22,185,2.08,7,155.3,177,2,20,0,10,FALSE,g4839227,82,23,2019-12-15,9.658700000000001
Godalming Christmas Round,Run,38519.7,293:26,376:39,1061,2.188,12.5,157.8,192,8,58,0,9,FALSE,g4839227,366,19,2019-12-15,38.5197
Morning Run,Run,20120.5,113:30,128:55,111,2.955,7.1,130.1,165,11,32,0,2,FALSE,g5233748,29,15,2019-12-14,20.1205
Touch,Run,4805.6,40:23,50:56,68,1.983,5.5,134.5,160,0,7,0,2,FALSE,g2631123,10,18,2019-12-11,4.8056
Morning Run,Run,28722.8,152:30,160:58,198,3.139,5.8,143.7,166,28,26,2,1,FALSE,g5233746,72,15,2019-12-11,28.7228
WH Track Session,Run,12000.5,53:51,79:04,64.5,3.714,6.7,141,176,0,26,0,9,FALSE,g5233746,23,15,2019-12-10,12.0005
Evening Run,Run,3712.9,17:55,17:59,31,3.454,4.8,147.5,162,0,11,0,1,FALSE,g4744781,13,25,2019-12-09,3.7129000000000003
Stretton Skyline (almost),Run,26315.8,213:12,234:43,1029.3,2.057,4.4,155.4,200,7,47,1,2,FALSE,g5233748,252,12,2019-12-08,26.3158
Shrewsbury Parkrun - 3rd,Run,4998.6,18:09,18:09,25,4.59,6.2,134.8,153,25,36,1,32,FALSE,g5233746,5,16,2019-12-07,4.998600000000001
Morning Run,Run,2956.9,17:57,18:39,40,2.745,4,130.5,152,0,9,0,1,FALSE,g5233746,4,19,2019-12-07,2.9569
Cotswold Way,Run,16974.9,121:45,127:34,403.9,2.324,5.6,152,187,0,41,0,2,FALSE,g5233748,116,17,2019-12-06,16.9749
Evening Run,Run,10204.6,51:49,51:49,38,3.282,5.2,111.4,142,3,22,0,1,FALSE,g5233746,8,14,2019-12-03,10.204600000000001
Impossible commute,Run,29671,168:07,171:29,190,2.942,6.7,145.3,182,9,40,3,1,FALSE,g5233746,104,20,2019-12-02,29.671
Recovery-shopping Run,Run,5145.8,27:38,31:13,32,3.104,4.9,124.3,140,0,16,0,1,FALSE,g5233746,5,15,2019-12-01,5.1458
EnduranceLife -Lulworth Cove ‘Half Marathon’ - 5th,Run,28052,163:56,166:20,1426,2.811,6.2,170.5,201,4,62,11,1,FALSE,g3589057,354,17,2019-11-30,28.052
Evening Run,Run,15379.6,88:52,89:40,184,2.884,7.2,129.9,164,3,23,0,1,FALSE,g5233748,23,21,2019-11-27,15.3796
Errand Run,Run,2953.6,15:38,23:32,47,3.149,4.4,133.4,160,0,11,0,1,FALSE,g5233746,3,21,2019-11-26,2.9536
Evening Run,Run,6583.4,37:39,37:39,48,2.914,5.3,137.3,165,0,21,0,2,FALSE,g5233746,12,18,2019-11-25,6.583399999999999
Evening Ride,Ride,31663.3,65:11,65:48,234,8.096,14.5,119,140,21,0,0,1,FALSE,NA,12,17,2019-11-25,31.6633
Morning Ride,Ride,31978.2,69:42,70:26,174,7.647,13.9,111.5,129,0,0,0,1,FALSE,NA,11,15,2019-11-25,31.9782
Jigsaw 10k,Run,10052.2,37:08,37:08,16,4.512,5.6,152.9,169,12,48,9,17,FALSE,g4744781,38,16,2019-11-24,10.052200000000001
Evening Run,Run,3885,19:36,19:36,34,3.304,5.1,134.7,145,1,11,0,1,FALSE,g5233746,4,20,2019-11-23,3.885
Aborted Run,Run,3462.3,19:04,20:27,60,3.026,5,160.8,188,0,11,0,1,FALSE,g4804095,27,14,2019-11-20,3.4623000000000004
Evening Ride,Ride,31888,64:43,65:34,255,8.212,14.6,148.5,173,24,0,0,1,TRUE,NA,69,13,2019-11-20,31.888
Morning Ride,Ride,32287.4,65:11,67:11,276,8.256,13.8,159.4,185,18,0,0,1,TRUE,NA,93,14,2019-11-20,32.2874
WH Track Session,Run,6953.9,27:38,49:14,28,4.194,6.4,173.2,193,3,36,3,16,FALSE,g4744781,63,12,2019-11-19,6.9539
Evening Run,Run,3674,26:35,32:56,70,2.303,6.8,169.1,191,0,14,0,5,FALSE,g4839227,43,16,2019-11-19,3.674
Morning Run,Run,1519.6,07:28,07:35,7,3.392,5,127.5,144,2,9,0,1,FALSE,g4744781,1,24,2019-11-18,1.5195999999999998
Evening Run,Run,9542.7,52:02,57:54,127,3.057,5.4,146.5,164,2,27,0,1,FALSE,g4839227,33,14,2019-11-17,9.5427
MABAC Farley Heath - 4th,Run,7369.2,29:08,29:08,109,4.216,7.5,172.5,188,4,46,0,9,FALSE,g4804095,66,12,2019-11-17,7.3692
W/U,Run,1775.5,10:22,11:38,35,2.855,3.8,158.6,176,0,4,0,3,FALSE,g4839227,14,16,2019-11-17,1.7755
Afternoon Ride,Ride,33025.1,76:33,78:49,272,7.19,14.3,141,168,11,24,3,1,FALSE,NA,45,23,2019-11-15,33.0251
Morning Ride,Ride,30952.5,64:16,64:16,217,8.027,14.2,129.7,148,0,0,0,1,FALSE,NA,17,10,2019-11-15,30.9525
Lunch Run,Run,7576,34:55,36:09,14,3.616,5.6,182.3,200,1,14,2,1,FALSE,g3897569,113,19,2019-11-14,7.576
Abort abort,Ride,12126.4,26:44,30:12,87,7.56,13.8,151,167,2,7,0,1,FALSE,NA,25,18,2019-11-13,12.1264
Touch,Run,5487.4,44:47,52:17,44,2.042,6.4,139.9,166,0,6,0,2,FALSE,g4839227,16,19,2019-11-13,5.4874
Morning Ride,Ride,31088,65:53,65:53,227,7.864,13.5,142.9,168,3,12,0,1,FALSE,NA,43,13,2019-11-13,31.088
